cs,period,n1,c1,percryRNA
0.3,72,74,Type 1 Coupling,1.079705897
0.3,72,33,Type 1 Coupling,1.075021587
0.3,72,63,Type 1 Coupling,1.070255002
0.3,72,69,Type 1 Coupling,1.06542378
0.3,72,89,Type 1 Coupling,1.060569698
0.3,72,70,Type 3 Coupling,1.055694612
0.4,72,52,Type 3 Coupling,1.050770663
0.4,72,83,Type 3 Coupling,1.045778303
0.4,72,76,Type 3 Coupling,1.040724937
0.4,24,0,Type 2 Coupling,1.035622621
0.4,72,83,Type 3 Coupling,1.030495249
0.4,72,81,Type 3 Coupling,1.025364805
0.4,24,1,Type 1 Coupling,1.020242119
0.4,24,1,Type 1 Coupling,1.015117994
0.4,24,1,Type 1 Coupling,1.009954117
0.4,72,92,Type 3 Coupling,1.004755955
0.4,72,92,Type 3 Coupling,0.999550801
0.4,24,1,Type 1 Coupling,0.994340307
0.4,24,1,Type 1 Coupling,0.989161751
0.4,24,217,Type 3 Coupling,0.984023687
0.4,72,139,Type 2 Coupling,0.978883973
0.4,72,91,Type 3 Coupling,0.973709911
0.4,72,178,Type 2 Coupling,0.968510126
0.4,72,221,Type 2 Coupling,0.963300387
0.4,72,158,Type 2 Coupling,0.958104831
0.5,72,145,Type 2 Coupling,0.952936867
0.5,72,232,Type 2 Coupling,0.947799083
0.5,72,188,Type 2 Coupling,0.942683496
0.5,72,229,Type 2 Coupling,0.937577379
0.5,72,220,Type 2 Coupling,0.932488436
0.5,72,183,Type 2 Coupling,0.927416034
0.5,72,3,Type 2 Coupling,0.922367512
0.5,72,390,Type 2 Coupling,0.917377676
0.5,72,2,Type 2 Coupling,0.91243327
0.5,72,3,Type 2 Coupling,0.907524936
0.5,48,12,Type 3 Coupling,0.902661181
0.5,48,0,Type 2 Coupling,0.897865682
0.5,48,18,Type 3 Coupling,0.893157472
0.5,48,17,Type 3 Coupling,0.888548358
0.5,48,13,Type 3 Coupling,0.884052136
0.5,24,118,Type 1 Coupling,0.879650694
0.5,72,31,Type 2 Coupling,0.875345526
0.5,72,115,Type 3 Coupling,0.871143229
0.5,72,30,Type 2 Coupling,0.867053519
0.5,72,31,Type 2 Coupling,0.86306463
0.5,72,31,Type 2 Coupling,0.859166902
0.5,48,15,Type 3 Coupling,0.855368859
0.6,24,3,Type 2 Coupling,0.851695903
0.6,48,14,Type 3 Coupling,0.848155591
0.6,24,46,Type 1 Coupling,0.844732125
0.6,24,4,Type 3 Coupling,0.841437157
0.6,24,63,Type 2 Coupling,0.838277533
0.6,72,69,Type 1 Coupling,0.835229587
0.6,72,69,Type 1 Coupling,0.832271212
0.6,72,69,Type 1 Coupling,0.829375321
0.6,72,77,Type 1 Coupling,0.826535072
0.6,72,57,Type 1 Coupling,0.823743132
0.6,72,208,Type 1 Coupling,0.821000899
0.6,72,390,Type 1 Coupling,0.818299557
0.6,72,390,Type 1 Coupling,0.815653173
0.6,72,240,Type 1 Coupling,0.81310249
0.6,72,208,Type 1 Coupling,0.810664249
0.6,72,390,Type 1 Coupling,0.808340952
0.6,24,39,Type 1 Coupling,0.806120688
0.6,72,390,Type 1 Coupling,0.804002466
0.6,72,363,Type 1 Coupling,0.802006241
0.6,72,270,Type 1 Coupling,0.800145813
0.6,72,346,Type 1 Coupling,0.798415506
0.6,72,390,Type 1 Coupling,0.796816689
0.6,72,345,Type 1 Coupling,0.795340473
0.6,72,325,Type 1 Coupling,0.793978212
0.6,72,390,Type 1 Coupling,0.792749112
0.6,72,390,Type 1 Coupling,0.791674296
0.6,72,320,Type 1 Coupling,0.790749906
0.7,24,30,Type 1 Coupling,0.789967416
0.7,72,390,Type 1 Coupling,0.789346607
0.7,72,390,Type 1 Coupling,0.788901284
0.7,72,273,Type 1 Coupling,0.788641223
0.7,72,390,Type 1 Coupling,0.788573753
0.7,72,390,Type 1 Coupling,0.788678333
0.7,72,208,Type 1 Coupling,0.788926648
0.7,72,283,Type 1 Coupling,0.789314055
0.7,72,390,Type 1 Coupling,0.789840741
0.7,72,328,Type 1 Coupling,0.790500422
0.7,72,390,Type 1 Coupling,0.791268844
0.7,24,130,Type 2 Coupling,0.792152155
0.7,72,390,Type 2 Coupling,0.793169649
0.7,72,364,Type 2 Coupling,0.794340886
0.7,72,390,Type 2 Coupling,0.79567703
0.7,72,400,Type 2 Coupling,0.797170376
0.7,72,295,Type 2 Coupling,0.7988061
0.7,72,390,Type 2 Coupling,0.800567918
0.7,72,390,Type 2 Coupling,0.802440245
0.8,72,390,Type 2 Coupling,0.804392134
0.8,72,390,Type 2 Coupling,0.806407793
0.8,72,320,Type 2 Coupling,0.808491741
0.8,24,44,Type 1 Coupling,0.810663796
0.8,72,161,Type 2 Coupling,0.812933744
0.8,72,19,Type 3 Coupling,0.815308881
0.8,72,249,Type 2 Coupling,0.817778484
0.8,72,262,Type 2 Coupling,0.820335648
0.8,72,390,Type 2 Coupling,0.822993285
0.8,72,390,Type 2 Coupling,0.825771379
0.8,72,390,Type 2 Coupling,0.828672095
0.8,72,390,Type 2 Coupling,0.831693305
0.8,72,219,Type 2 Coupling,0.83483355
0.8,24,19,Type 1 Coupling,0.8380875
0.8,72,327,Type 2 Coupling,0.841473557
0.8,72,18,Type 3 Coupling,0.845015127
0.8,72,390,Type 2 Coupling,0.84871172
0.8,72,390,Type 2 Coupling,0.852567093
0.8,72,19,Type 3 Coupling,0.856563436
0.8,72,20,Type 3 Coupling,0.86068767
0.8,72,21,Type 3 Coupling,0.864951647
0.9,72,22,Type 3 Coupling,0.869346317
0.9,24,33,Type 2 Coupling,0.8738381
0.9,72,144,Type 3 Coupling,0.878404567
0.9,72,144,Type 3 Coupling,0.883025944
0.9,72,256,Type 2 Coupling,0.887693355
0.9,72,212,Type 2 Coupling,0.892413932
0.9,72,223,Type 2 Coupling,0.897219894
0.9,72,262,Type 2 Coupling,0.902142674
0.9,24,21,Type 1 Coupling,0.907178339
0.9,48,11,Type 3 Coupling,0.912315178
0.9,24,41,Type 1 Coupling,0.917544446
0.9,48,14,Type 3 Coupling,0.922867875
0.9,48,12,Type 3 Coupling,0.928282064
0.9,48,69,Type 2 Coupling,0.933748172
0.9,48,382,Type 3 Coupling,0.93922205
0.9,48,13,Type 3 Coupling,0.944672391
0.9,48,63,Type 3 Coupling,0.950130324
0.9,48,7,Type 3 Coupling,0.955654757
0.9,72,390,Type 2 Coupling,0.961253554
0.9,72,390,Type 2 Coupling,0.966894676
0.9,72,390,Type 2 Coupling,0.972548279
0.9,72,390,Type 2 Coupling,0.978220081
0.9,24,44,Type 1 Coupling,0.983933705
0.9,48,10,Type 3 Coupling,0.989685325
0.9,24,21,Type 1 Coupling,0.995428556
0.9,48,10,Type 3 Coupling,1.001138564
0.9,48,12,Type 3 Coupling,1.006788048
0.9,48,10,Type 3 Coupling,1.01235003
0.9,48,9,Type 3 Coupling,1.017820052
0.9,48,12,Type 3 Coupling,1.023175911
0.3,48,8,Type 3 Coupling,1.028407266
0.3,48,8,Type 3 Coupling,1.033524021
0.3,48,12,Type 3 Coupling,1.038562159
0.3,24,258,Type 3 Coupling,1.043554972
0.3,24,64,Type 1 Coupling,1.048513092
0.3,24,26,Type 1 Coupling,1.05341712
0.3,24,12,Type 1 Coupling,1.058271846
0.4,72,30,Type 2 Coupling,1.063087955
0.4,24,10,Type 1 Coupling,1.067871655
0.4,24,16,Type 1 Coupling,1.072636355
0.4,72,29,Type 2 Coupling,1.077369971
0.4,24,10,Type 1 Coupling,1.082009967
0.4,24,16,Type 1 Coupling,1.086497934
0.4,72,30,Type 2 Coupling,1.090837581
0.4,24,18,Type 1 Coupling,1.095102265
0.4,72,29,Type 2 Coupling,1.099344232
0.4,24,24,Type 1 Coupling,1.103594834
0.4,72,31,Type 2 Coupling,1.107805076
0.4,24,30,Type 1 Coupling,1.111920662
0.4,24,390,Type 2 Coupling,1.115893713
0.4,24,38,Type 1 Coupling,1.119682512
0.4,48,182,Type 3 Coupling,1.123279012
0.4,24,38,Type 1 Coupling,1.126711408
0.4,48,105,Type 3 Coupling,1.130024414
0.4,48,106,Type 3 Coupling,1.133225071
0.4,24,40,Type 1 Coupling,1.136285773
0.5,48,184,Type 3 Coupling,1.139184545
0.5,24,390,Type 3 Coupling,1.141969645
0.5,24,81,Type 1 Coupling,1.144653331
0.5,48,137,Type 3 Coupling,1.147201329
0.5,24,30,Type 1 Coupling,1.149585023
0.5,48,222,Type 3 Coupling,1.151843391
0.5,48,279,Type 3 Coupling,1.153978456
0.5,48,362,Type 3 Coupling,1.15595301
0.5,48,18,Type 3 Coupling,1.157788033
0.5,48,17,Type 3 Coupling,1.15951906
0.5,48,16,Type 3 Coupling,1.161152273
0.5,48,10,Type 3 Coupling,1.162692018
0.5,72,24,Type 3 Coupling,1.164127561
0.5,48,112,Type 1 Coupling,1.165438999
0.5,24,25,Type 1 Coupling,1.166682635
0.5,48,135,Type 1 Coupling,1.167888145
0.5,48,287,Type 1 Coupling,1.169055907
0.5,48,9,Type 3 Coupling,1.170137614
0.5,48,9,Type 3 Coupling,1.171071448
0.5,48,10,Type 3 Coupling,1.171823257
0.5,48,10,Type 3 Coupling,1.172376496
0.5,48,8,Type 3 Coupling,1.172730801
0.6,72,21,Type 3 Coupling,1.172890097
0.6,24,210,Type 1 Coupling,1.172857848
0.6,72,22,Type 3 Coupling,1.172623485
0.6,24,30,Type 1 Coupling,1.172229689
0.6,72,21,Type 3 Coupling,1.171700418
0.6,72,26,Type 3 Coupling,1.171005839
0.6,72,24,Type 3 Coupling,1.170156366
0.6,72,23,Type 3 Coupling,1.169180679
0.6,24,277,Type 1 Coupling,1.168116511
0.6,48,4,Type 3 Coupling,1.16698375
0.6,24,78,Type 1 Coupling,1.16573758
0.6,72,30,Type 2 Coupling,1.16435216
0.6,72,29,Type 2 Coupling,1.162849116
0.6,48,77,Type 2 Coupling,1.161231657
0.6,48,64,Type 2 Coupling,1.159476663
0.6,48,58,Type 2 Coupling,1.157549816
0.6,24,90,Type 1 Coupling,1.155437515
0.6,72,28,Type 2 Coupling,1.153150383
0.6,72,61,Type 2 Coupling,1.150671065
0.6,72,63,Type 2 Coupling,1.148019989
0.6,72,57,Type 2 Coupling,1.145259213
0.6,48,390,Type 3 Coupling,1.142402704
0.6,24,120,Type 1 Coupling,1.139391818
0.6,24,47,Type 2 Coupling,1.136193691
0.6,24,0,Type 1 Coupling,1.132851861
0.6,24,156,Type 1 Coupling,1.129420634
0.6,24,0,Type 2 Coupling,1.125874515
0.7,24,240,Type 1 Coupling,1.12218646
0.7,48,201,Type 3 Coupling,1.118369262
0.7,72,106,Type 3 Coupling,1.114429189
0.7,72,48,Type 2 Coupling,1.110403058
0.7,24,160,Type 1 Coupling,1.106345096
0.7,72,52,Type 2 Coupling,1.102320042
0.7,72,53,Type 2 Coupling,1.098318829
0.7,48,150,Type 3 Coupling,1.094294569
0.7,72,125,Type 2 Coupling,1.090261008
0.7,72,104,Type 2 Coupling,1.08623869
0.7,24,14,Type 1 Coupling,1.082208281
0.7,24,120,Type 1 Coupling,1.078141741
0.7,48,241,Type 3 Coupling,1.074047724
0.7,48,7,Type 3 Coupling,1.069914401
0.7,48,9,Type 3 Coupling,1.065744875
0.7,48,10,Type 3 Coupling,1.06153567
0.7,48,7,Type 3 Coupling,1.057301066
0.7,48,9,Type 3 Coupling,1.053049217
0.7,48,10,Type 3 Coupling,1.048786744
0.8,48,10,Type 3 Coupling,1.044498584
0.8,48,10,Type 3 Coupling,1.040171163
0.8,48,11,Type 3 Coupling,1.035798373
0.8,48,10,Type 3 Coupling,1.031364779
0.8,48,12,Type 3 Coupling,1.026869238
0.8,48,7,Type 3 Coupling,1.022318881
0.8,48,9,Type 3 Coupling,1.017721453
0.8,48,9,Type 3 Coupling,1.013085369
0.8,48,10,Type 3 Coupling,1.008412291
0.8,48,8,Type 3 Coupling,1.003717572
0.8,48,11,Type 3 Coupling,0.999013948
0.8,48,11,Type 3 Coupling,0.994327211
0.8,48,12,Type 3 Coupling,0.989666145
0.8,48,10,Type 3 Coupling,0.985036453
0.8,48,10,Type 3 Coupling,0.980442962
0.8,48,10,Type 3 Coupling,0.975899821
0.8,48,13,Type 3 Coupling,0.971427544
0.8,48,10,Type 3 Coupling,0.967027087
0.8,24,54,Type 1 Coupling,0.962683822
0.8,72,168,Type 3 Coupling,0.958386891
0.8,72,20,Type 3 Coupling,0.954127699
0.9,72,23,Type 3 Coupling,0.949889947
0.9,72,47,Type 3 Coupling,0.945682706
0.9,72,71,Type 3 Coupling,0.941523203
0.9,72,156,Type 3 Coupling,0.93742927
0.9,72,158,Type 3 Coupling,0.933390909
0.9,24,8,Type 1 Coupling,0.929396027
0.9,24,0,Type 1 Coupling,0.925446001
0.9,72,298,Type 3 Coupling,0.921517554
0.9,24,5,Type 1 Coupling,0.91759941
0.9,24,5,Type 1 Coupling,0.91368933
0.9,72,174,Type 2 Coupling,0.909805136
0.9,72,337,Type 2 Coupling,0.905981758
0.9,24,4,Type 1 Coupling,0.90222873
0.9,24,8,Type 1 Coupling,0.898524602
0.9,24,227,Type 2 Coupling,0.894837895
0.9,24,6,Type 1 Coupling,0.891156149
0.9,48,1,Type 2 Coupling,0.887467424
0.9,24,64,Type 2 Coupling,0.883794891
0.9,24,400,Type 2 Coupling,0.88018103
0.9,24,2,Type 1 Coupling,0.876637544
0.9,24,39,Type 2 Coupling,0.873200484
0.9,24,390,Type 2 Coupling,0.869863196
0.9,24,16,Type 1 Coupling,0.866588517
0.9,24,4,Type 1 Coupling,0.863353937
0.9,24,50,Type 1 Coupling,0.860150717
0.9,24,3,Type 1 Coupling,0.856983178
0.9,24,5,Type 1 Coupling,0.853870421
0.9,24,69,Type 1 Coupling,0.850819844
0.9,24,69,Type 1 Coupling,0.847852414
0.9,24,59,Type 1 Coupling,0.84498692
0.3,24,50,Type 1 Coupling,0.842220127
0.3,24,0,Type 1 Coupling,0.839552854
0.3,24,0,Type 1 Coupling,0.83700346
0.3,24,0,Type 1 Coupling,0.8345667
0.3,24,0,Type 1 Coupling,0.832228696
0.3,24,0,Type 1 Coupling,0.830006461
0.3,24,0,Type 1 Coupling,0.827916559
0.4,24,0,Type 1 Coupling,0.825947541
0.4,24,0,Type 1 Coupling,0.824086654
0.4,24,0,Type 1 Coupling,0.822331733
0.4,24,0,Type 1 Coupling,0.820672761
0.4,24,0,Type 1 Coupling,0.819106166
0.4,24,1,Type 1 Coupling,0.817653364
0.4,24,0,Type 1 Coupling,0.816311149
0.4,24,77,Type 2 Coupling,0.815083421
0.4,24,0,Type 1 Coupling,0.813972165
0.4,24,5,Type 1 Coupling,0.812973472
0.4,24,6,Type 1 Coupling,0.812090875
0.4,24,5,Type 1 Coupling,0.811310432
0.4,24,6,Type 1 Coupling,0.810623118
0.4,24,6,Type 1 Coupling,0.810027564
0.4,24,5,Type 1 Coupling,0.809513818
0.4,24,5,Type 1 Coupling,0.809077325
0.4,24,5,Type 1 Coupling,0.808718822
0.4,24,3,Type 1 Coupling,0.808432682
0.4,24,39,Type 3 Coupling,0.808215061
0.5,48,390,Type 3 Coupling,0.808060133
0.5,24,68,Type 3 Coupling,0.80798206
0.5,24,208,Type 2 Coupling,0.807990844
0.5,48,3,Type 3 Coupling,0.808087279
0.5,48,400,Type 3 Coupling,0.808262923
0.5,24,1,Type 1 Coupling,0.808500287
0.5,24,89,Type 1 Coupling,0.808805229
0.5,72,380,Type 3 Coupling,0.809213615
0.5,72,390,Type 3 Coupling,0.809758506
0.5,72,390,Type 3 Coupling,0.81043363
0.5,72,390,Type 3 Coupling,0.811231682
0.5,72,178,Type 3 Coupling,0.81214287
0.5,72,226,Type 3 Coupling,0.813150461
0.5,24,90,Type 1 Coupling,0.814227386
0.5,72,46,Type 3 Coupling,0.815349338
0.5,72,174,Type 3 Coupling,0.816519418
0.5,72,373,Type 3 Coupling,0.817744563
0.5,72,390,Type 3 Coupling,0.819035243
0.5,24,115,Type 1 Coupling,0.820379774
0.5,72,390,Type 3 Coupling,0.821766856
0.5,48,99,Type 3 Coupling,0.823189925
0.5,24,49,Type 1 Coupling,0.824663988
0.6,48,143,Type 3 Coupling,0.826203202
0.6,48,30,Type 3 Coupling,0.827807538
0.6,48,24,Type 3 Coupling,0.829476823
0.6,48,20,Type 3 Coupling,0.831212994
0.6,48,20,Type 1 Coupling,0.83302914
0.6,48,21,Type 1 Coupling,0.834947073
0.6,48,26,Type 1 Coupling,0.836977152
0.6,24,94,Type 1 Coupling,0.839117117
0.6,48,24,Type 1 Coupling,0.841367916
0.6,48,21,Type 1 Coupling,0.843725107
0.6,48,18,Type 3 Coupling,0.846176941
0.6,48,27,Type 3 Coupling,0.84871858
0.6,24,120,Type 1 Coupling,0.85133884
0.6,48,172,Type 3 Coupling,0.854035169
0.6,48,53,Type 1 Coupling,0.856790706
0.6,48,390,Type 2 Coupling,0.859593143
0.6,24,85,Type 1 Coupling,0.862445748
0.6,24,390,Type 1 Coupling,0.865380248
0.6,48,15,Type 3 Coupling,0.868405871
0.6,48,27,Type 3 Coupling,0.87150904
0.6,48,26,Type 1 Coupling,0.874690593
0.6,48,0,Type 1 Coupling,0.877944786
0.6,24,177,Type 2 Coupling,0.881266829
0.6,24,179,Type 2 Coupling,0.884676549
0.6,48,1,Type 2 Coupling,0.888173463
0.6,24,157,Type 2 Coupling,0.891752945
0.6,24,4,Type 2 Coupling,0.895406858
0.7,24,259,Type 2 Coupling,0.899099542
0.7,24,173,Type 2 Coupling,0.902797676
0.7,24,241,Type 2 Coupling,0.906505787
0.7,24,41,Type 2 Coupling,0.910227831
0.7,24,146,Type 2 Coupling,0.913978193
0.7,24,146,Type 2 Coupling,0.917769619
0.7,24,248,Type 2 Coupling,0.921611248
0.7,24,209,Type 2 Coupling,0.925514434
0.7,24,139,Type 3 Coupling,0.929462904
0.7,24,46,Type 2 Coupling,0.933432747
0.7,48,9,Type 3 Coupling,0.937405907
0.7,48,12,Type 3 Coupling,0.941361698
0.7,24,8,Type 3 Coupling,0.945318453
0.7,48,8,Type 3 Coupling,0.949269462
0.7,24,48,Type 2 Coupling,0.953200867
0.7,24,6,Type 1 Coupling,0.957117159
0.7,48,143,Type 3 Coupling,0.961002388
0.7,48,9,Type 3 Coupling,0.964851454
0.7,24,2,Type 3 Coupling,0.968665655
0.8,24,31,Type 2 Coupling,0.972467762
0.8,48,12,Type 3 Coupling,0.976251161
0.8,48,11,Type 3 Coupling,0.980005238
0.8,48,17,Type 3 Coupling,0.983757935
0.8,24,23,Type 2 Coupling,0.987538614
0.8,48,6,Type 2 Coupling,0.991359194
0.8,48,6,Type 2 Coupling,0.995232131
0.8,24,45,Type 2 Coupling,0.999161282
0.8,48,9,Type 3 Coupling,1.003134282
0.8,48,21,Type 3 Coupling,1.007142402
0.8,48,10,Type 3 Coupling,1.011153367
0.8,24,63,Type 2 Coupling,1.01516999
0.8,48,9,Type 3 Coupling,1.019192031
0.8,48,14,Type 3 Coupling,1.02322819
0.8,24,94,Type 2 Coupling,1.027273476
0.8,48,99,Type 3 Coupling,1.031347802
0.8,24,86,Type 2 Coupling,1.035471931
0.8,48,141,Type 3 Coupling,1.039632599
0.8,24,106,Type 2 Coupling,1.043773316
0.8,24,109,Type 2 Coupling,1.047847127
0.8,24,14,Type 1 Coupling,1.051852006
0.9,24,14,Type 1 Coupling,1.055805157
0.9,24,2,Type 3 Coupling,1.059731732
0.9,24,21,Type 1 Coupling,1.063676357
0.9,24,21,Type 1 Coupling,1.067653286
0.9,24,22,Type 1 Coupling,1.071660023
0.9,24,22,Type 1 Coupling,1.075712455
0.9,72,24,Type 3 Coupling,1.079817304
0.9,72,11,Type 3 Coupling,1.083935162
0.9,72,5,Type 3 Coupling,1.088015703
0.9,72,13,Type 3 Coupling,1.092031399
0.9,72,14,Type 3 Coupling,1.095983014
0.9,72,15,Type 3 Coupling,1.099837449
0.9,72,5,Type 3 Coupling,1.10356713
0.9,72,13,Type 3 Coupling,1.107133912
0.9,72,9,Type 3 Coupling,1.110557076
0.9,72,9,Type 3 Coupling,1.113855281
0.9,72,6,Type 3 Coupling,1.117016675
0.9,72,11,Type 3 Coupling,1.120074908
0.9,72,15,Type 3 Coupling,1.123024482
0.9,72,17,Type 3 Coupling,1.125816877
0.9,72,15,Type 3 Coupling,1.128462834
0.9,72,7,Type 3 Coupling,1.130979893
0.9,72,23,Type 3 Coupling,1.133392816
0.9,72,21,Type 3 Coupling,1.135751463
0.9,72,5,Type 3 Coupling,1.138078803
0.9,72,10,Type 3 Coupling,1.140400878
0.9,72,15,Type 3 Coupling,1.142694946
0.9,72,10,Type 3 Coupling,1.14495691
0.9,72,5,Type 3 Coupling,1.147188595
0.9,72,10,Type 3 Coupling,1.149388333
0.3,72,7,Type 3 Coupling,1.15153303
0.3,24,20,Type 1 Coupling,1.153606625
0.3,24,20,Type 1 Coupling,1.15564171
0.3,48,10,Type 3 Coupling,1.157643085
0.3,48,9,Type 3 Coupling,1.15961901
0.3,48,8,Type 3 Coupling,1.161561144
0.3,48,20,Type 3 Coupling,1.163480122
0.4,48,18,Type 3 Coupling,1.16539558
0.4,48,15,Type 3 Coupling,1.167294736
0.4,48,19,Type 1 Coupling,1.169141027
0.4,48,20,Type 3 Coupling,1.170911275
0.4,72,0,Type 2 Coupling,1.172557936
0.4,72,0,Type 2 Coupling,1.174018036
0.4,72,0,Type 2 Coupling,1.175244856
0.4,72,0,Type 2 Coupling,1.176192951
0.4,72,1,Type 2 Coupling,1.176846119
0.4,72,0,Type 2 Coupling,1.177200629
0.4,72,1,Type 2 Coupling,1.177253912
0.4,72,5,Type 3 Coupling,1.177052874
0.4,72,5,Type 3 Coupling,1.176666073
0.4,72,4,Type 3 Coupling,1.176120354
0.4,72,6,Type 1 Coupling,1.175424212
0.4,72,6,Type 1 Coupling,1.174612871
0.4,72,5,Type 3 Coupling,1.17374181
0.4,72,5,Type 3 Coupling,1.172847002
0.4,48,70,Type 3 Coupling,1.171889629
0.5,72,8,Type 2 Coupling,1.170863137
0.5,72,0,Type 2 Coupling,1.169781576
0.5,72,0,Type 2 Coupling,1.168641593
0.5,72,253,Type 2 Coupling,1.16738275
0.5,72,0,Type 2 Coupling,1.165961766
0.5,72,30,Type 2 Coupling,1.164369499
0.5,72,0,Type 2 Coupling,1.162570008
0.5,72,0,Type 2 Coupling,1.160551942
0.5,72,6,Type 2 Coupling,1.158323905
0.5,72,0,Type 2 Coupling,1.155915033
0.5,72,0,Type 2 Coupling,1.153330468
0.5,72,98,Type 3 Coupling,1.150562225
0.5,72,1,Type 2 Coupling,1.1476418
0.5,72,5,Type 3 Coupling,1.144615108
0.5,72,0,Type 2 Coupling,1.141487521
0.5,72,0,Type 2 Coupling,1.138255843
0.5,72,0,Type 2 Coupling,1.134978283
0.5,72,0,Type 2 Coupling,1.131697151
0.5,72,0,Type 2 Coupling,1.12839389
0.5,72,3,Type 2 Coupling,1.12507003
0.5,72,4,Type 2 Coupling,1.121719417
0.5,72,0,Type 2 Coupling,1.118317113
0.6,72,0,Type 2 Coupling,1.11485745
0.6,72,0,Type 2 Coupling,1.111354347
0.6,48,5,Type 1 Coupling,1.10781843
0.6,48,28,Type 2 Coupling,1.104211338
0.6,48,21,Type 3 Coupling,1.100489844
0.6,48,17,Type 3 Coupling,1.096659772
0.6,48,19,Type 1 Coupling,1.092741948
0.6,48,9,Type 3 Coupling,1.088759294
0.6,48,9,Type 3 Coupling,1.084675883
0.6,48,16,Type 3 Coupling,1.080471159
0.6,48,1,Type 3 Coupling,1.076162031
0.6,48,1,Type 3 Coupling,1.071788368
0.6,48,1,Type 3 Coupling,1.067391213
0.6,48,195,Type 1 Coupling,1.062979697
0.6,48,29,Type 3 Coupling,1.05851152
0.6,48,19,Type 3 Coupling,1.05395127
0.6,48,22,Type 3 Coupling,1.049308191
0.6,48,28,Type 3 Coupling,1.044601836
0.6,48,20,Type 3 Coupling,1.039837975
0.6,48,27,Type 3 Coupling,1.03501791
0.6,48,25,Type 3 Coupling,1.030113316
0.6,48,15,Type 3 Coupling,1.025113134
0.6,48,24,Type 1 Coupling,1.020048645
0.6,48,22,Type 1 Coupling,1.014931376
0.6,48,18,Type 1 Coupling,1.009760163
0.6,48,21,Type 1 Coupling,1.004564017
0.6,24,113,Type 2 Coupling,0.999372326
0.7,24,1,Type 3 Coupling,0.994203181
0.7,24,88,Type 2 Coupling,0.9890666
0.7,48,16,Type 2 Coupling,0.983956259
0.7,24,51,Type 2 Coupling,0.978866283
0.7,72,137,Type 3 Coupling,0.973761348
0.7,72,137,Type 3 Coupling,0.968629579
0.7,24,89,Type 2 Coupling,0.963500194
0.7,48,79,Type 2 Coupling,0.958401481
0.7,24,58,Type 2 Coupling,0.953357438
0.7,48,22,Type 2 Coupling,0.948394589
0.7,24,80,Type 2 Coupling,0.943537598
0.7,24,163,Type 2 Coupling,0.938795211
0.7,48,69,Type 3 Coupling,0.934164972
0.7,48,83,Type 3 Coupling,0.929630352
0.7,48,45,Type 3 Coupling,0.925165851
0.7,48,72,Type 3 Coupling,0.920757527
0.7,24,168,Type 2 Coupling,0.916410268
0.7,48,9,Type 2 Coupling,0.912129234
0.7,48,69,Type 1 Coupling,0.907916833
0.8,48,81,Type 1 Coupling,0.903772242
0.8,48,195,Type 3 Coupling,0.899664986
0.8,72,30,Type 3 Coupling,0.895580648
0.8,48,30,Type 3 Coupling,0.891505867
0.8,72,39,Type 3 Coupling,0.887443941
0.8,72,30,Type 3 Coupling,0.88343752
0.8,72,31,Type 3 Coupling,0.879519716
0.8,72,23,Type 3 Coupling,0.875697747
0.8,72,33,Type 3 Coupling,0.871959693
0.8,72,31,Type 3 Coupling,0.868307114
0.8,72,44,Type 3 Coupling,0.864747863
0.8,72,47,Type 3 Coupling,0.861271841
0.8,24,2,Type 3 Coupling,0.857855601
0.8,72,31,Type 3 Coupling,0.854466186
0.8,48,29,Type 3 Coupling,0.851086623
0.8,72,16,Type 3 Coupling,0.847739301
0.8,72,34,Type 3 Coupling,0.844449979
0.8,72,30,Type 3 Coupling,0.84123472
0.8,72,32,Type 3 Coupling,0.838112552
0.8,72,24,Type 3 Coupling,0.835096237
0.8,72,34,Type 3 Coupling,0.832179483
0.9,72,34,Type 3 Coupling,0.82934202
0.9,72,32,Type 3 Coupling,0.826566431
0.9,72,37,Type 3 Coupling,0.82384144
0.9,72,43,Type 1 Coupling,0.821177801
0.9,72,48,Type 1 Coupling,0.818597359
0.9,72,25,Type 1 Coupling,0.816133299
0.9,72,56,Type 1 Coupling,0.813790366
0.9,72,59,Type 1 Coupling,0.81154614
0.9,72,61,Type 1 Coupling,0.809395582
0.9,72,66,Type 1 Coupling,0.807338264
0.9,72,50,Type 3 Coupling,0.805364407
0.9,72,95,Type 3 Coupling,0.803462032
0.9,72,29,Type 3 Coupling,0.801635818
0.9,48,28,Type 3 Coupling,0.799908954
0.9,72,27,Type 3 Coupling,0.798301852
0.9,72,35,Type 3 Coupling,0.796817899
0.9,72,40,Type 3 Coupling,0.795455396
0.9,72,34,Type 3 Coupling,0.79420892
0.9,72,30,Type 3 Coupling,0.793089543
0.9,72,26,Type 3 Coupling,0.792114409
0.9,72,42,Type 1 Coupling,0.791295677
0.9,72,45,Type 1 Coupling,0.79062063
0.9,72,37,Type 1 Coupling,0.790065329
0.9,72,54,Type 3 Coupling,0.789624745
0.9,48,26,Type 3 Coupling,0.789291884
0.9,72,61,Type 3 Coupling,0.789051809
0.9,72,46,Type 3 Coupling,0.788903382
0.9,72,41,Type 3 Coupling,0.788826958
0.9,72,46,Type 3 Coupling,0.78882471
0.9,72,42,Type 3 Coupling,0.788915424
0.3,72,38,Type 3 Coupling,0.789128588
0.3,72,38,Type 3 Coupling,0.789465754
0.3,72,19,Type 3 Coupling,0.789924396
